CASE_ID,UNIQUE_CORRELATION_ID,CHARGE_ID,CASE_CREATED_DATE,CHARGE_DEGREE,CHARGE_LEVEL,CORRELATION_ID,DEF_PROSEC_PRETRIAL_DIVER_AGREE_DATE,DEF_STATUTE_CHAPTER_CODE,DEF_STATUTE_CHAPTER_GROUPING,DEF_STATUTE_SECTION,DEF_STATUTE_SUBSECTION,DEFENDANT_AGE,DEFENDANT_RACE_TYPE_DESC,DEFENDANT_SEX_TYPE_DESC,DEFENDANT_ETHNICITY_TYPE_DESC,DEFENDANT_ID,DRUG_TYPE_DESC,FINAL_ACTION_PROSECUTOR,FINAL_ACTION_DESC,FINAL_DECISION,OFFENSE_CODE,OFFENSE_FCIC_TYPE_DESC,OWNER_ORI,STATUTE,VICTIM_AGE,VICTIM_RACE_TYPE_DESC,VICTIM_SEX_TYPE_DESC,VICTIM_ETHNICITY_TYPE_DESC,VICTIM_ID,VICTIM_RELATIONSHIP_TO_OFFENDER_CODE,UCN_COUNTY_CODE,AGENCY_NAME,COUNTY_DESCRIPTION,STATE
4718567,aa97712e-a7f2-4815-a73b-fd7254de31e8,18131894,45:51.3,Second Degree,Misdemeanor,aa97712e-a7f2-4815-a73b-fd7254de31e8,,,,,,,White,Male,Unknown,18662943,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717872,bef03f58-3389-4323-a5f2-f90a7275deab,18130838,05:16.7,Second Degree,Misdemeanor,bef03f58-3389-4323-a5f2-f90a7275deab,,,,,,,Black,Male,Unknown,18661551,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718271,6ae2d6e9-b19e-433c-ac5e-f67ce2f208a8,18131440,28:28.2,Second Degree,Misdemeanor,6ae2d6e9-b19e-433c-ac5e-f67ce2f208a8,,,,,,,White,Male,Unknown,18662349,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718719,3035a0b5-f822-41c1-bd2c-b4de6c102af4,18132128,55:25.5,Second Degree,Misdemeanor,3035a0b5-f822-41c1-bd2c-b4de6c102af4,,,,,,,White,Male,Hispanic or Latino,18663247,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718744,18c319a1-a9a7-4d01-84b6-e68d7f811978,18132160,56:52.7,Second Degree,Misdemeanor,18c319a1-a9a7-4d01-84b6-e68d7f811978,,,,,,,White,Male,Unknown,18663297,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717442,7371c59a-4767-4d68-832b-7c2d64bdac39,18130163,40:25.0,Second Degree,Misdemeanor,7371c59a-4767-4d68-832b-7c2d64bdac39,,,,,,,White,Male,Unknown,18660689,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717818,2971427c-b227-4f7b-9e43-747aaece5e0a,18130747,02:11.1,Second Degree,Misdemeanor,2971427c-b227-4f7b-9e43-747aaece5e0a,,,,,,,White,Male,Unknown,18661443,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718085,9aba7a9b-0440-4593-917a-b066bc7a7812,18131149,17:41.7,Second Degree,Misdemeanor,9aba7a9b-0440-4593-917a-b066bc7a7812,,,,,,,Black,Male,Not Hispanic or Latino,18661977,,R,Transferred to Another Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718120,acf0fa35-0e72-4228-9fb7-a3cdc1bc43d2,18131197,19:41.2,Second Degree,Misdemeanor,acf0fa35-0e72-4228-9fb7-a3cdc1bc43d2,,,,,,,Black,Male,Not Hispanic or Latino,18662047,,R,Transferred to Another Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717887,6d418d06-39a5-4c2f-b769-dcf515abd5b6,18130865,06:09.3,Second Degree,Misdemeanor,6d418d06-39a5-4c2f-b769-dcf515abd5b6,,,,,,,Unknown,Male,Unknown,18661581,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717606,f7ec1a41-83e6-4cc4-8077-01009d7d2158,18130413,50:02.7,Second Degree,Misdemeanor,f7ec1a41-83e6-4cc4-8077-01009d7d2158,,,,,,,Black,Male,Not Hispanic or Latino,18661019,,Z,No Action,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717847,0a0c7e90-c853-4eff-9b45-dceac27bc14c,18130797,03:49.3,Second Degree,Misdemeanor,0a0c7e90-c853-4eff-9b45-dceac27bc14c,,,,,,,White,Female,Unknown,18661501,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717899,097095b6-c818-4c80-8217-ad7526560e6e,18130881,06:54.4,Second Degree,Misdemeanor,097095b6-c818-4c80-8217-ad7526560e6e,,,,,,,Black,Female,Unknown,18661605,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718056,8f747838-f6af-4d25-a87c-233426300214,18131115,16:00.7,Third Degree,Felony,8f747838-f6af-4d25-a87c-233426300214,,,,,,,Black,Male,Not Hispanic or Latino,18661919,,L,Dropped or Abandoned,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718587,7023d589-c731-4974-9b26-4ea48a4d210c,18131923,47:44.3,Second Degree,Misdemeanor,7023d589-c731-4974-9b26-4ea48a4d210c,,,,,,,White,Male,Unknown,18662983,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718069,e852c043-c70e-4d9d-8c50-7e3bff109bcd,18131129,16:46.0,Second Degree,Misdemeanor,e852c043-c70e-4d9d-8c50-7e3bff109bcd,,,,,,,Black,Female,Unknown,18661945,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717266,b8d3d249-b5e2-476e-b04f-1e95fb223856,18129823,30:01.8,Second Degree,Misdemeanor,b8d3d249-b5e2-476e-b04f-1e95fb223856,,,,,,,White,Male,Unknown,18660337,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718505,2be3669c-f590-4ff0-b312-f7baf4082e50,18131811,42:08.7,Second Degree,Misdemeanor,2be3669c-f590-4ff0-b312-f7baf4082e50,,,,,,,Black,Male,Unknown,18662819,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718259,7d8d05a6-b703-4448-a968-3408675422a6,18131427,27:49.4,Second Degree,Misdemeanor,7d8d05a6-b703-4448-a968-3408675422a6,,,,,,,White,Male,Unknown,18662325,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717822,c667f82b-51cd-455d-b5df-aa22fb83001d,18130760,02:25.1,Second Degree,Misdemeanor,c667f82b-51cd-455d-b5df-aa22fb83001d,,,,,,,White,Male,Unknown,18661451,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717645,9dc4dca8-3e9e-4a41-84d1-e81c58d24644,18130479,52:12.3,Second Degree,Misdemeanor,9dc4dca8-3e9e-4a41-84d1-e81c58d24644,,,,,,,White,Male,Unknown,18661097,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717072,8ddfcc7e-a862-431f-aa0d-f6ae570b095f,18129504,18:40.6,Second Degree,Misdemeanor,8ddfcc7e-a862-431f-aa0d-f6ae570b095f,,,,,,,Black,Male,Unknown,18659949,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716920,d6ef377c-49ce-4b9d-a623-62a7a76dbd9e,18129284,09:54.5,Second Degree,Misdemeanor,d6ef377c-49ce-4b9d-a623-62a7a76dbd9e,,,,,,,Black,Male,Not Hispanic or Latino,18659645,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716938,9a2bd54d-4c4a-4a06-b3ea-8ebcfd093911,18129309,10:57.1,Second Degree,Misdemeanor,9a2bd54d-4c4a-4a06-b3ea-8ebcfd093911,,,,,,,Black,Male,Unknown,18659681,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717034,62d59a70-6fdf-45eb-a365-64b968da145f,18129461,16:31.8,Second Degree,Misdemeanor,62d59a70-6fdf-45eb-a365-64b968da145f,,,,,,,White,Female,Unknown,18659873,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717050,f2020ba9-5230-4b4f-b477-729ac628b2f5,18129479,17:27.3,Second Degree,Misdemeanor,f2020ba9-5230-4b4f-b477-729ac628b2f5,,,,,,,White,Male,Unknown,18659905,,N,Filed Pending Court,00:00.0,5405,Moving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4723936,2a53bcc2-4a52-47d8-86a9-fc9803b228a9,18142027,07:23.7,Unknown,Unknown,2a53bcc2-4a52-47d8-86a9-fc9803b228a9,,,,,,,White,Male,Unknown,18677460,,N,Filed Pending Court,00:00.0,4814,Flee/Elude Police,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,27,Hernando County State Attorney's Office,Hernando,Florida
4718144,6fa8ffa5-961c-4f68-a6f0-21a4b8284278,18131242,21:05.4,Third Degree,Felony,6fa8ffa5-961c-4f68-a6f0-21a4b8284278,,,,,,,White,Male,Not Hispanic or Latino,18662095,,N,Filed Pending Court,00:00.0,4814,Flee/Elude Police,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718228,c6893b6e-fa6b-4015-a7ef-4165b1580bc6,18131390,26:02.1,Third Degree,Felony,c6893b6e-fa6b-4015-a7ef-4165b1580bc6,,,,,,,Black,Male,Not Hispanic or Latino,18662263,,N,Filed Pending Court,00:00.0,4814,Flee/Elude Police,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718409,a55cbd8d-25c6-497f-8380-a722269051d1,18131642,36:33.6,Third Degree,Felony,a55cbd8d-25c6-497f-8380-a722269051d1,,,,,,,Black,Male,Not Hispanic or Latino,18662625,,N,Filed Pending Court,00:00.0,4814,Flee/Elude Police,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717606,f7ec1a41-83e6-4cc4-8077-01009d7d2158,18130406,50:02.7,Third Degree,Felony,f7ec1a41-83e6-4cc4-8077-01009d7d2158,,,,,,,Black,Male,Not Hispanic or Latino,18661019,,Z,No Action,00:00.0,4814,Flee/Elude Police,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717220,342e870d-c13c-4d82-adc8-16f53b6eb9ff,18129743,27:21.2,Third Degree,Felony,342e870d-c13c-4d82-adc8-16f53b6eb9ff,,,,,,,White,Male,Unknown,18660245,,N,Filed Pending Court,00:00.0,4814,Flee/Elude Police,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4716895,221425db-be5d-4a33-926d-f56a601338b4,18129234,08:27.1,Second Degree,Felony,221425db-be5d-4a33-926d-f56a601338b4,,,,,,,Black,Male,Unknown,18659595,,N,Filed Pending Court,00:00.0,4814,Flee/Elude Police,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718091,775135b4-cca5-4d19-839f-61eb8c4aeaea,18131158,18:02.9,Second Degree,Misdemeanor,775135b4-cca5-4d19-839f-61eb8c4aeaea,,,,,,,Black,Male,Unknown,18661989,,N,Filed Pending Court,00:00.0,5316,Disorderly Intoxication,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717713,64455dfa-bd45-4c54-88e1-e224593b3dae,18130599,56:07.0,Second Degree,Misdemeanor,64455dfa-bd45-4c54-88e1-e224593b3dae,,,,,,,White,Male,Not Hispanic or Latino,18661233,,L,Dropped or Abandoned,00:00.0,5316,Disorderly Intoxication,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4719135,7a600d82-747f-4f61-84f8-2ca6cb8a912f,18132962,19:10.1,Second Degree,Misdemeanor,7a600d82-747f-4f61-84f8-2ca6cb8a912f,,,,,,,Unknown,Male,Unknown,18664200,,N,Filed Pending Court,00:00.0,5401,Hit And Run,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718163,bcc5d518-7573-4ae7-b440-55947028de53,18131272,22:11.4,Second Degree,Misdemeanor,eab1df34-3588-4f32-8106-4b429c7149d0,,,,,,,White,Male,Not Hispanic or Latino,18662133,,N,Filed Pending Court,00:00.0,5401,Hit And Run,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718356,716d6d3a-9668-4332-ae75-7c0dcb891300,18131551,33:21.7,Second Degree,Misdemeanor,716d6d3a-9668-4332-ae75-7c0dcb891300,,,,,,,Unknown,Male,Unknown,18662519,,N,Filed Pending Court,00:00.0,5401,Hit And Run,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718510,da00dee8-253c-4c09-a3b8-86282e803717,18131818,42:26.1,Second Degree,Misdemeanor,da00dee8-253c-4c09-a3b8-86282e803717,,,,,,,Black,Male,Unknown,18662829,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4719164,faddf902-d40a-4804-83e6-70e4add92b6c,18133004,20:54.3,Second Degree,Misdemeanor,faddf902-d40a-4804-83e6-70e4add92b6c,,,,,,,White,Male,Hispanic or Latino,18664258,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4724221,dcedbd00-d84a-415e-8b4c-8a1e5b28d336,18153351,21:05.8,Unknown,Unknown,dcedbd00-d84a-415e-8b4c-8a1e5b28d336,,,,,,,White,Female,Unknown,18681472,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Justice Administrastive Commission,Leon,Florida
4724221,dcedbd00-d84a-415e-8b4c-8a1e5b28d336,18153351,21:05.8,Unknown,Unknown,dcedbd00-d84a-415e-8b4c-8a1e5b28d336,,,,,,,White,Female,Unknown,18681472,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL037035A,Not Available,,Unknown,Unknown,Unknown,,,37,Leon County State Attorney's Office,Leon,Florida
4719177,0dcade0d-3e44-4031-95dc-69e2763f39c4,18133022,21:42.7,Second Degree,Misdemeanor,0dcade0d-3e44-4031-95dc-69e2763f39c4,,,,,,,White,Female,Unknown,18664284,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717440,c0004201-779b-4847-8bbb-5c1427ad84a9,18130161,40:18.0,Second Degree,Misdemeanor,c0004201-779b-4847-8bbb-5c1427ad84a9,,,,,,,White,Male,Unknown,18660685,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717338,bdb925b7-341a-4fc1-9710-573888862301,18129922,34:14.7,Second Degree,Misdemeanor,bdb925b7-341a-4fc1-9710-573888862301,,,,,,,White,Male,Unknown,18660481,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717202,0d79e7ab-dd6e-4f36-8455-5f29941cccd7,18129711,26:18.3,Second Degree,Misdemeanor,0d79e7ab-dd6e-4f36-8455-5f29941cccd7,,,,,,,Black,Male,Unknown,18660209,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717336,5fea8b88-5472-47d4-996f-ef08665c3cf3,18129920,34:07.8,Second Degree,Misdemeanor,5fea8b88-5472-47d4-996f-ef08665c3cf3,,,,,,,White,Male,Unknown,18660477,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717394,f873c787-8e35-42ba-8a9e-399a0ad6dd65,18130102,37:34.7,Second Degree,Misdemeanor,f873c787-8e35-42ba-8a9e-399a0ad6dd65,,,,,,,White,Male,Unknown,18660593,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717429,7c112d71-a1db-4c68-9d1d-6048a334d72b,18130147,39:36.5,Second Degree,Misdemeanor,7c112d71-a1db-4c68-9d1d-6048a334d72b,,,,,,,Black,Female,Unknown,18660663,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717307,d4269d1a-d873-4278-9c5e-f0f2a8f5e6a7,18129888,32:27.3,Second Degree,Misdemeanor,d4269d1a-d873-4278-9c5e-f0f2a8f5e6a7,,,,,,,Unknown,Male,Hispanic or Latino,18660419,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717177,3f415a98-4697-4f8e-88bf-809dfe40edf7,18129679,24:51.0,Second Degree,Misdemeanor,3f415a98-4697-4f8e-88bf-809dfe40edf7,,,,,,,Black,Male,Unknown,18660159,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718150,0571e209-a201-4a01-8d9e-935834e81a38,18131256,21:26.0,Second Degree,Misdemeanor,0571e209-a201-4a01-8d9e-935834e81a38,,,,,,,White,Male,Unknown,18662107,,N,Filed Pending Court,00:00.0,5406,Nonmoving Traffic Violation,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718496,28e67654-9135-42c8-a80a-1be10c279e44,18131788,41:37.2,First Degree,Misdemeanor,28e67654-9135-42c8-a80a-1be10c279e44,,,,,,,Black,Male,Not Hispanic or Latino,18662801,,L,Dropped or Abandoned,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4719252,4e40c52f-c946-4ffe-9a3e-58ac012b3398,18133142,26:02.2,First Degree,Misdemeanor,4e40c52f-c946-4ffe-9a3e-58ac012b3398,,,,,,,White,Male,Not Hispanic or Latino,18664434,,L,Dropped or Abandoned,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718933,e7c8b9e9-c8c5-45c3-92c5-2ff318591e57,18132524,07:46.9,First Degree,Misdemeanor,e7c8b9e9-c8c5-45c3-92c5-2ff318591e57,,,,,,,White,Male,Not Hispanic or Latino,18663677,,L,Dropped or Abandoned,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718684,f9fdeb77-d826-441f-9a5a-063f2fa386d4,18132070,53:23.4,First Degree,Misdemeanor,f9fdeb77-d826-441f-9a5a-063f2fa386d4,,,,,,,White,Female,Not Hispanic or Latino,18663177,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718346,46c6b576-cd57-4dc5-bb12-db9ce83ec867,18131538,32:46.9,First Degree,Misdemeanor,46c6b576-cd57-4dc5-bb12-db9ce83ec867,,,,,,,Black,Male,Not Hispanic or Latino,18662499,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718062,4c69ab57-6710-4454-bead-7e3ea8f598f6,18131121,16:21.6,First Degree,Misdemeanor,4c69ab57-6710-4454-bead-7e3ea8f598f6,,,,,,,Black,Male,Not Hispanic or Latino,18661931,,L,Dropped or Abandoned,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4719037,3b71d0b2-5bc4-4141-bc03-01522fd5e833,18132675,13:36.6,First Degree,Misdemeanor,3b71d0b2-5bc4-4141-bc03-01522fd5e833,,,,,,,White,Male,Not Hispanic or Latino,18663885,,L,Dropped or Abandoned,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4719130,3f47ef70-6301-49ee-9cfd-5396109f664f,18132957,18:52.8,First Degree,Misdemeanor,3f47ef70-6301-49ee-9cfd-5396109f664f,,,,,,,White,Male,Not Hispanic or Latino,18664190,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4723714,a2c8f477-3cc7-4305-ac98-cadbed90dc2e,18141814,03:05.9,Unknown,Unknown,a2c8f477-3cc7-4305-ac98-cadbed90dc2e,,,,,,,White,Male,Unknown,18677235,,N,Filed Pending Court,00:00.0,5707,Trespassing,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,42,Marion County State Attorney's Office,Marion,Florida
4723694,bd8b95d7-a849-40cc-8233-178b20dcdaf1,18141792,02:42.9,Unknown,Unknown,bd8b95d7-a849-40cc-8233-178b20dcdaf1,,,,,,,White,Male,Unknown,18677215,,O,Nolle Prossed,00:00.0,1319,Battery,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,42,Marion County State Attorney's Office,Marion,Florida
4723710,fad11ebc-83d4-4b77-884b-bb4b8063b450,18141808,03:01.6,Unknown,Unknown,fad11ebc-83d4-4b77-884b-bb4b8063b450,,,,,,,White,Male,Unknown,18677231,,N,Filed Pending Court,00:00.0,1319,Battery,FL042105A,Not Available,,Unknown,Unknown,Unknown,,,9,Citrus County State Attorney's Office,Citrus,Florida
4718751,ed14a4d0-5f25-4834-afc4-333db5822943,18132179,57:17.2,First Degree,Misdemeanor,ed14a4d0-5f25-4834-afc4-333db5822943,,,,,,,Black,Male,Not Hispanic or Latino,18663311,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718842,b25a7f24-bfc7-4d94-9387-d545547a69d2,18132399,02:26.5,Third Degree,Felony,b25a7f24-bfc7-4d94-9387-d545547a69d2,,,,,,,Black,Male,Not Hispanic or Latino,18663495,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718197,e117612b-a40e-4f05-9d7f-b29ac9b48f38,18131327,24:10.4,First Degree,Misdemeanor,e117612b-a40e-4f05-9d7f-b29ac9b48f38,,,,,,,Black,Male,Not Hispanic or Latino,18662201,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4718518,237d0fae-e177-423d-a326-6eda2681a80a,18131831,42:53.9,First Degree,Misdemeanor,237d0fae-e177-423d-a326-6eda2681a80a,,,,,,,White,Female,Unknown,18662845,,N,Filed Pending Court,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4717514,a25df36c-d151-43d4-b9ab-cb19ec8b358e,18130258,44:45.7,First Degree,Misdemeanor,a25df36c-d151-43d4-b9ab-cb19ec8b358e,,,,,,,Black,Female,Not Hispanic or Latino,18660834,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
4719113,a8a4f523-d297-49c6-8ffe-2f2b46c00fac,18132934,17:53.9,Third Degree,Felony,a8a4f523-d297-49c6-8ffe-2f2b46c00fac,,,,,,,White,Male,Unknown,18664155,,L,Dropped or Abandoned,00:00.0,1319,Battery,FL029015A,Not Available,,Unknown,Unknown,Unknown,,,29,Hillsborough County State Attorney's Office,Hillsborough,Florida
